Country,Section,Detail
Belgium,Dining and Entertainment,"To beckon a waiter or waitress raise your hand and make eye 
              contact."
Belgium,Dining and Entertainment,"Keep your hands on the table at all times during a meal -- not 
              in your lap. However, keep your elbows off the table."
Belgium,Dining and Entertainment,"Accept any drink offered by your host. Don't ask for a drink 
              not offered."
Belgium,Dining and Entertainment,"Hosts seat guests. Husbands and wives are generally not seated 
              together."
Belgium,Dining and Entertainment,Hosts and hostesses sit at opposite ends of the table.
Belgium,Dining and Entertainment,"A male guest of honor is seated to the right of the hostess; a 
              female guest of honor is seated to the right of the host."
Belgium,Dining and Entertainment,Wait to drink until your host offers the first toast.
Belgium,Dining and Entertainment,The guest of honor is generally expected to offer a toast.
Belgium,Dining and Entertainment,"Belgians are thrifty and do not appreciate waste. Finish all 
              the food on your plate."
Belgium,Dining and Entertainment,"Knife and fork are placed side by side on the dinner plate at 
              the 5:25 position when you are finished eating."
Belgium,Dining and Entertainment,"It is considered impolite to ask for a tour of your host's 
              home."
Belgium,Dress,Belgians dress conservatively.
Belgium,Dress,"For business meetings, men should wear dark suits and ties. 
              Women should wear suits, dresses or skirts and blouses."
Belgium,Gifts,Gifts are generally not exchanged in business settings.
Belgium,Gifts,"When invited to someone's home, always bring flowers for the 
              hostess. Small gifts or candy for children are appreciated."
Belgium,Gifts,"Do not give chrysanthemums, which symbolize death."
Belgium,Gifts,Gifts are generally opened in front of the giver.
Belgium,Gifts,Don’t give gifts that are extravagant or expensive.
Belgium,Helpful Hints,"Avoid discussing personal matters or linguistic divisions with 
              Belgians."
Belgium,Helpful Hints,"In Belgium, men are expected to rise when a woman enters the 
              room. They also stand on public transportation until women are 
              seated."
Belgium,Helpful Hints,Do not flaunt wealth or be noisy or loud in public.
Belgium,Helpful Hints,Do not ask personal questions about private lives.
Belgium,Helpful Hints,Try to sneeze and blow your nose in private.
Belgium,Especially for Women,"Foreign women should have little difficulty conducting 
              business in Belgium."
Belgium,Especially for Women,"It is acceptable for a foreign woman to invite a Belgian man 
              to dinner and pay the tab."
Belgium,Especially for Women,
Belgium,Especially for Women,
Belgium,Especially for Women,^Back to Top
Bolivia,Meeting and Greeting,"The customary greeting is a handshake. Shake hands when 
              meeting and departing."
Bolivia,Meeting and Greeting,"Close male friends may embrace. Female friends embrace and 
              touch cheeks."
Bolivia,Body Language,Bolivians stand very close when conversing.
Bolivia,Body Language,"You will be viewed as untrustworthy if you do not maintain 
              direct eye contact."
Bolivia,Body Language,"Correct posture while sitting and standing will be noticed. A 
              slumping posture is rude."
Bolivia,Body Language,"The “so-so” gesture (rocking your palm-down open hand from 
              side to side) means “no” in Bolivia."
Bolivia,Corporate Culture,"Although punctuality is not a high priority in Bolivia, 
              visitors should be punctual for business meetings. However, 
              meetings rarely start on time."
Bolivia,Corporate Culture,"Take the time to get to know your Bolivian customers and 
              colleagues. Personal relationships are vital to corporate success."
Bolivia,Corporate Culture,Deadlines are not considered important.
Bolivia,Corporate Culture,"More than one meeting may be necessary to negotiate and close 
              a deal. Plan on making several trips to complete business 
              transaction, since face-to-face communication is preferred over 
              phone calls, faxes and e-mail."
Bolivia,Corporate Culture,"The pace of business negotiations is generally much slower 
              than in the United States. Never attempt to rush a deal. Applying 
              pressure may cause a deal to fail. Remain low key."
Bolivia,Corporate Culture,"Hire a local contact to assist you in the Bolivian business 
              community. Third-party contacts will be vital to your success."
Bolivia,Corporate Culture,"A contract is not finished until an agreement is reached on 
              all parts. Each part is subject to re-negotiation until the entire 
              contract is signed."
Bolivia,Dining and Entertainment,"It is impolite to show up on time to a social occasion. Guests 
              are expected to be 15 to 30 minutes late for dinner or parties."
Bolivia,Dining and Entertainment,Decline the first offer of food; wait until your host insists.
Bolivia,Dining and Entertainment,"Never touch food or eat anything with your fingers. Even fruit 
              is eaten with a fruit knife and fork."
Bolivia,Dining and Entertainment,"It is polite to eat everything on your plate. Complimenting 
              the food will be viewed as a request for more food. Wait until the 
              dinner is over if you don't want more."
Bolivia,Dining and Entertainment,Stay at least 30 minutes to one hour after dinner is finished.
Bolivia,Dining and Entertainment,"The host usually insists on paying for the meal in a 
              restaurant."
Bolivia,Dress,"Men: In La Paz, a dark, three-piece suit is best. A 
              lightweight suit is more common in Santa Cruz. Follow your 
              Bolivian colleague's lead with regard to wearing ties and removing 
              jackets in the summer."
Bolivia,Dress,"Women: suits, dresses, skirts and blouses."
Bolivia,Dress,Do not wear shorts in cities.
Bolivia,Gifts,"A gift given sincerely will be appreciated regardless of the 
              value. The intention is what counts."
Bolivia,Gifts,"The recipient may not open gifts until after the giver has 
              left."
Bolivia,Gifts,"Gifts from the United States, particularly from your region, 
              are appreciated."
Bolivia,Gifts,"Give your hostess flowers, wine, whiskey and high quality 
              chocolates. Don't give yellow or purple flowers. Bring a bag of 
              assorted American candy (Tootsie Pops, candy bars, etc.) for the 
              children. It will be very well received."
Bolivia,Gifts,"Give your colleagues high quality pen and pencil sets, office 
              organizers, books and art from the United States and your home 
              region. If your company logo is on a gift, it should be small and 
              understated."
Bolivia,Helpful Hints,Know something about Bolivian sports. It will be appreciated.
Bolivia,Helpful Hints,"Don't talk about poverty, religion, drugs or the United 
              States' drug policy. The United States' military activity in 
              Bolivia is a sore spot with many citizens."
Bolivia,Helpful Hints,Do not give political opinions on Bolivia.
Bolivia,Helpful Hints,"Never praise Chile, Brazil or Paraguay. Bolivia has lost wars 
              with and land to all its neighbors."
Bolivia,Helpful Hints,"Make an effort to use Spanish in conversation. It will be 
              appreciated."
Bolivia,Helpful Hints,Bolivians appreciate people who are warm and friendly.
Bolivia,Especially for Women,"Machismo is very strong in Bolivia, and women are considered 
              subordinate. This puts severe restrictions on women's social and 
              work behavior."
Bolivia,Especially for Women,"When doing business with Bolivian men, emphasize your 
              credentials and experience."
Bolivia,Especially for Women,
Bolivia,Especially for Women,
Bolivia,Especially for Women,^Back to Top
Brazil,Meeting and Greeting,Take time to greet and say good-bye to each person present.
Brazil,Meeting and Greeting,"Women kiss twice -- once on each cheek -- if they are married. 
              Single women add a third kiss."
Brazil,Body Language,"Physical contact is part of simple communication. Touching 
              arms, elbows and backs is very common and acceptable. Brazilians 
              also stand extremely close to one another. Do not back away."
Brazil,Body Language,"The ""O.K."" sign is considered very rude and vulgar; the 
              ""thumbs up"" gesture is used for approval."
Brazil,Body Language,"Wiping your hands together means ""it doesn’t matter."""
Brazil,Body Language,"Clicking the tongue and shaking the head indicates 
              disagreement or disapproval."
Brazil,Corporate Culture,"Your personality and ability to establish strong personal and 
              business relationships is important to the success of your 
              business endeavor."
Brazil,Corporate Culture,"Brazilians will do anything for friends, hence the expression: 
              ""For friends, everything. For enemies, the law."" Relationships are 
              more important than a legal document in business."
Brazil,Corporate Culture,"Meetings are conducted at a casual, unhurried pace. Don’t get 
              right down to business. Engage in conversation first."
Brazil,Corporate Culture,"Doing business with Brazilians requires face to face 
              communication. You will be able to do only limited business by 
              phone, fax or e-mail."
Brazil,Corporate Culture,"Some facts may not be completely accurate during the early 
              stages of business negotiations. Brazilians expect some initial 
              hype and will passionately argue their points, slowly and 
              grudgingly making concessions. Try to maintain consistency in your 
              negotiating team."
Brazil,Corporate Culture,"Always get a written agreement with starting date, time of 
              delivery, payment details, etc. Bill in advance."
Brazil,Corporate Culture,Presentations should be expressive and have some flair.
Brazil,Corporate Culture,Stay at a first-class hotel. Appearances count.
Brazil,Corporate Culture,"Hire a Brazilian contact (a despachante) from your industry to 
              introduce you to the right people. He or she will be invaluable to 
              your success."
Brazil,Corporate Culture,"Hire a local accountant and a lawyer to help you with contract 
              issues. Brazilians may resent an outside legal representative."
Brazil,Corporate Culture,"Make appointments two weeks in advance. Don’t ""drop in"" on 
              business or government offices without an appointment."
Brazil,Corporate Culture,"Do not plan to make a business visit or schedule any 
              appointments during holidays or festivals."
Brazil,Dining and Entertainment,Always entertain in a prestigious restaurant.
Brazil,Dining and Entertainment,"Be prepared for lengthy meals (two hours or more for lunch). 
              Do not discuss business during meals unless your host brings it 
              up. Business may occasionally be discussed at dinner in São Paulo 
              or Rio."
Brazil,Dining and Entertainment,"Brazilians always wash their hands before eating and rarely 
              touch food with their hands. Use a knife and fork for everything, 
              even fruit. Always use a napkin while eating or drinking."
Brazil,Dining and Entertainment,"Using toothpicks in public is not acceptable unless you cover 
              your mouth with your other hand."
Brazil,Dining and Entertainment,"When inviting Brazilians to dinner or a party, do not suggest 
              that your guests bring food or drink. Do not expect them to arrive 
              on time, and never indicate a time that the party will ""end."""
Brazil,Dining and Entertainment,"To beckon a waiter, hold up the index finger of your right 
              hand and quietly say ""Garçon."" To request the check, say ""A conta, 
              por favor."" Waiters generally don’t bring checks until they are 
              requested."
Brazil,Dress,"Appearance counts. Your clothing will reflect upon you and 
              your company."
Brazil,Dress,"Brazilian women dress ""sexy"" in all situations, whether 
              business, formal or casual. Foreign women who want to blend in 
              should avoid wearing overly formal, conservative attire."
Brazil,Dress,"Shoes should be stylish, polished and well-kept. Nails should 
              be manicured."
Brazil,Dress,"In business situations, men should wear conservative dark 
              suits, shirts and ties. Three piece suits indicate executives; two 
              piece suits indicate office workers. Women should wear feminine 
              dresses, suits and pantsuits and avoid ""dressing like a man."""
Brazil,Gifts,"Gifts are not important in establishing a business 
              relationship, and people won’t expect gifts in the first few 
              contacts. A very expensive gift may be viewed as a bribe."
Brazil,Gifts,"Present a gift at a social meeting, not during a formal 
              business meeting."
Brazil,Gifts,"Give good quality whiskey, wine, coffee table books and name 
              brand pens. Gifts for your counterpart’s children will be 
              appreciated."
Brazil,Gifts,"Send flowers before or after visiting someone’s home for 
              dinner."
Brazil,Helpful Hints,"Don’t assume that the ""self-made"" businessperson is admired in 
              Brazil. Inherited wealth and a good family background are much 
              more desirable."
Brazil,Helpful Hints,"Brazilians are extremely casual about time. Being ten to 
              fifteen minutes late in business is normal, and twenty to thirty 
              minutes late is not unusual. Be on time for a formal meeting, but 
              prepare to wait for your Brazilian colleagues."
Brazil,Helpful Hints,"Soccer (football), family, Brazil’s beautiful beaches and the 
              country’s rapid growth are all appropriate conversation topics. 
              Politics, poverty, religion, Argentina (considered a rival) and 
              the deforestation of Brazil are not. Personal topics such as age, 
              salary and marital or job status are also unacceptable."
Brazil,Helpful Hints,"Brazilians are expressive and passionate conversationalists. 
              Be prepared to be interrupted."
Brazil,Helpful Hints,"Don’t smoke in public. Federal law bans smoking in public 
              places."
Brazil,Helpful Hints,Don’t refer to Brazilians as Latins.
Brazil,Especially for Women,"As women increasingly join the workforce, machismo has become 
            less common. Younger, better-educated women have values that 
            correspond closely to those of North American women. Women are 
            well-accepted and are prominent in education, medicine and 
            journalism and as small business owners."
Brazil,Especially for Women,"Brazilian women are very aggressive, in both their business 
              and personal lives."
Brazil,Especially for Women,"Foreign women will usually have no problem doing business in 
              Brazil. However, some people are still conservative in this 
              regard."
Brazil,Especially for Women,"Be very careful not to ruin a business deal by being cool and 
              too professional."
Brazil,Especially for Women,"It is traditional to invite someone for a drink after work. 
              This is not a come-on."
Brazil,Especially for Men,"Brazilian women can be very aggressive romantically and forward 
            to the point of harassment. Don’t be surprised if you are in a 
            restaurant or nightclub and a woman sends you a note asking for your 
            phone number — even if you are with your wife or girlfriend. Foreign 
            men traveling to Brazil should be very cautious when dealing with 
            Brazilian women. If you don’t want the attention, be cordial but 
            keep your distance. Don’t be overly friendly."
Brazil,Especially for Men,
Brazil,Especially for Men,
Brazil,Especially for Men,^Back to Top
Canada,Regional Differences,"Atlantic Canada (includes the Maritimes -- Nova Scotia, New 
            Brunswick, and Prince Edward Island -- and Newfoundland): Primarily 
            of British descent, the residents of the less prosperous Atlantic 
            provinces of eastern Canada are generally more reserved, stolid, 
            provincial and old-fashioned. Newfoundland is unique, with a dialect 
            and culture that draws comparisons with the Irish and the people of 
            western England."
Canada,Regional Differences,"Ontario: Residents of Canada's most populous province -- the 
            country's economic, political and cultural colossus -- are generally 
            thought of as more business-like and conservative than other 
            Canadians."
Canada,Regional Differences,"Western Canada (includes Alberta, Saskatchewan and Manitoba): 
            Residents of Canada's western provinces are generally more open, 
            relaxed, friendly and direct than other Canadians (comparisons are 
            often made with inhabitants of the western United States)."
Canada,Regional Differences,"British Columbia: Canada's unconventional westernmost province is 
            seen by Canadians as the land of the future, and has more in common 
            with Seattle than Toronto. Like many other western Canadians, many 
            residents of British Columbia feel somewhat estranged from 
            ""easterners"" (a general code word for those from Ontario and 
            Quebec)."
Canada,Regional Differences,"Quebec (and other areas of Francophone Canada): French Canadians, 
            and especially the Québécois (or citizens of Quebec, pronounced 
            ""keh-beck-wah"") have a very strong sense of cultural identity and 
            are very nationalistic. The European influence is strongly felt in 
            Quebec, whose people consider themselves the ""defenders of French 
            civilization in North America."" Because of their animated good 
            nature, Québécois are sometimes called the ""Latins of the North."""
Canada,Regional Differences,"The North: Residents of the sparsely populated north are seen as 
            rugged embodiments of the Canadian pioneer spirit."
Canada,Meeting and Greeting,"In general, Canadians are more reserved and polite than 
              Americans, and take matters of etiquette a little more seriously."
Canada,Meeting and Greeting,"Shake hands and introduce yourself when meeting Canadians for 
              the first time. Always shake hands firmly when meeting or 
              departing. Eye contact is important."
Canada,Meeting and Greeting,"When a woman enters or leaves a room, it is polite for men to 
              rise. Men normally offer their hands to women."
Canada,Meeting and Greeting,"In Quebec, kissing on the cheeks in the French manner is quite 
              common. When close friends and family meet in Quebec, they use 
              first names and kiss both cheeks."
Canada,Meeting and Greeting,"An older French Canadian man may kiss the hand of a woman. 
              Accept this gesture graciously. A foreign man shouldn't kiss the 
              hand of a French Canadian woman, who would be quite shocked."
Canada,Meeting and Greeting,"Canadians are somewhat more formal than Americans with regard 
              to names and titles. Use last names and appropriate titles until 
              invited by your Canadian hosts or colleagues to use their first 
              names. First names are normally used only by close friends and 
              family. Western Canadians may use first names more frequently than 
              other Canadians."
Canada,Meeting and Greeting,"In Quebec, coworkers of similiar status generally use first 
              names in private, but always last names in public. The formal 
              ""you"" is almost always used in a business setting, even after 20 
              years."
Canada,Meeting and Greeting,"Academic titles and degrees are important to French Canadians. 
              You should know and use them properly."
Canada,Language,"English and French are both official languages of business in 
              Canada. However, virtually all international business is conducted 
              in English."
Canada,Language,"Most French Canadians speak and understand English, but prefer 
              to use French. Check ahead of time to find out if an interpreter 
              will be necessary."
Canada,Body Language,"Generally speaking, Canadians are more reserved than 
              Americans. Canadians generally don't touch very much when 
              conversing. Maintaining a certain amount of personal space is 
              important."
Canada,Body Language,"French Canadians are generally more animated and expressive 
              than other Canadians."
Canada,Body Language,Take off your hat or sunglasses when speaking with someone.
Canada,Body Language,"Some gestures have different meanings in Quebec. For example, 
              ""thumbs down"" is considered offensive in Quebec, as is slapping an 
              open palm over a closed fist. Like the rest of their countrymen 
              and women, French-Canadians use the ""thumbs up"" sign to mean 
              ""okay. ""The ""okay"" sign made with the index finger and thumb means 
              ""zero"" in Quebec."
Canada,Body Language,"In Quebec, sit straight with your legs crossed at the knee, or 
              with your knees together. Don't sit with your legs apart, or with 
              your feet propped up on tables or chairs."
Canada,Body Language,"It's considered bad form by many in Quebec to talk with your 
              hands in your pockets."
Canada,Body Language,"Sneeze or blow your nose as quietly as possible using a 
              handkerchief or tissue. If possible, leave the room. Do not yawn 
              or scratch in public. Toothpicks, nail clippers, and combs are 
              never used in public."
Canada,Corporate Culture,"Punctuality is demanded for business meetings and social 
              occasions. If a conflict arises, you are expected to let your 
              Canadian counterpart know immediately. That said, Canadians are 
              not as obsessed with time as Americans."
Canada,Corporate Culture,Business cards are commonly exchanged in Canada.
Canada,Corporate Culture,"For Quebec, print your business cards in English or French, 
              including your academic degree(s) and/or title. A double-sided 
              business card (one side in English, one side in French) is best."
Canada,Corporate Culture,"Canadians get down to business quickly. Meetings are 
              well-organized, and extraneous discussion is kept to a minimum. A 
              premium is placed on time."
Canada,Corporate Culture,"Business communication is quite direct in Canada, but more 
              reserved than in the United States. Letters and telephone calls 
              should be direct and succinct. Pleasantries are dispensed with 
              very quickly."
Canada,Corporate Culture,"Business culture varies somewhat throughout Canada, depending 
              on the region."
Canada,Corporate Culture,"Although the relationship between Canada and the United States 
              is generally quite good, some Canadians may be wary about the 
              intentions of American businesses and put off by what they 
              perceive as American arrogance. Some Canadians may dislike the 
              American ""hard sell"" approach."
Canada,Dining and Entertainment,"To beckon a waiter in Quebec, quietly to say ""Monsieur"" or 
              ""S'il vous plait. Say ""Mademoiselle"" to beckon a waitress. Never 
              beckon a waiter or waitress by snapping your fingers or shouting."
Canada,Dining and Entertainment,"The host normally offers first toast. Wait until everyone is 
              served wine and a toast is proposed before drinking. It is 
              acceptable for women to propose a toast."
Canada,Dining and Entertainment,Wine is normally served with meals in Quebec.
Canada,Dining and Entertainment,"In Quebec, it's considered bad form to ask for a martini or 
              scotch before dinner — French Canadians consider them ""palate 
              numbing."" Typical before-dinner drinks include Pernod, kir, 
              champagne, and vermouth. Cognac, Grand Marnier and/or other 
              liqueurs are served after dinner."
Canada,Dining and Entertainment,"Business entertainment is common, but the focus usually 
              remains on business. The person who invites is normally expected 
              to pay."
Canada,Dining and Entertainment,"Etiquette and formalities are more important in Canada than in 
              the United States."
Canada,Dining and Entertainment,"While continental-style table manners are employed in Quebec, 
              American style table manners are seen in other parts of the 
              country."
Canada,Dining and Entertainment,"Eating while walking or standing on the street in Quebec is 
              considered bad form."
Canada,Dining and Entertainment,"Never arrive early for a social occasion. Opt, instead, for 
              being ""fashionably late."" Showing up early at a bar or disco in 
              Quebec (at, say, 10 o'clock) immediately marks you as an ""Anglo."""
Canada,Dress,"Generally speaking, Canadians dress more conservatively (and 
              more formally when going out) than their American neighbors, 
              although practices vary by region. Dress in Vancouver, for 
              example, is somewhat more casual; in Toronto more British. French 
              Canadians dress in a more relaxed European style than their fellow 
              Canadians."
Canada,Dress,"For business meetings, men should wear suits and ties; women 
              should wear conservative suits or dresses."
Canada,Gifts,"Bring flowers, fine wine or chocolates for the hostess when 
              invited to a Canadian home. Avoid red roses (associated with 
              romantic love) and white lilies (associated with funerals)."
Canada,Helpful Hints,"Do your homework about Canada. Most Americans are appallingly 
              ignorant of Canadian history, culture and geography."
Canada,Helpful Hints,"Recognize that important regional differences exist in Canada 
              and prepare to adapt."
Canada,Helpful Hints,"When in Quebec, learn a little French; Québécois greatly 
              appreciate it when you take the effort to talk to them in their 
              native language."
Canada,Helpful Hints,Do not compare Canada with the United States.
Canada,Helpful Hints,"Do not use the term ""Native Americans"" to refer to indigenous 
              peoples. Many Canadians find the term offensive. Canadians refer 
              to members of these groups as ""people of the First Nations."""
Canada,Helpful Hints,"Do not take sides in debates about contentious national issues 
              (especially when they concern such issues the status of Quebec, 
              the place of the French and English languages in Canadian society, 
              etc.)."
Canada,Helpful Hints,
Canada,Helpful Hints,
Canada,Helpful Hints,^Back to Top
Chile,Meeting and Greeting,"Chileans are very warm and expect visitors to reciprocate. 
              They may be formal at first, but move to friendship very quickly."
Chile,Meeting and Greeting,"A handshake, a warm hug and one kiss on the right cheek are 
              common greetings among friends."
Chile,Meeting and Greeting,"Always greet the head of the household or most senior person 
              first."
Chile,Body Language,"Chileans stand closer than North Americans do. Do not back 
              away."
Chile,Body Language,Never click your fingers to or at anyone.
Chile,Body Language,Never beckon with your index finger.
Chile,Body Language,"A chin flick means ""I couldn’t care less."" Educated people do 
              not use this gesture."
Chile,Body Language,"Hitting the palm of your left hand with your right fist is 
              considered a vulgar gesture."
Chile,Corporate Culture,"The business atmosphere in Chile is more formal than in the 
              rest of South America."
Chile,Corporate Culture,"Punctuality is generally respected and expected in business. 
              However, be prepared for Chileans to be thirty minutes late."
Chile,Corporate Culture,"Chileans don’t like to feel pressured or rushed. Business may 
              be conducted more slowly than in Europe and North America."
Chile,Corporate Culture,"Expertise is less important than your personal, family and 
              company background. Family and friendship play a big role in 
              business, and whom one knows is important. Red tape can be 
              minimized considerably if you have the right connections."
Chile,Corporate Culture,"Establish rapport first. Personal relationships are vital to 
              doing business in Chile. Some light conversation is customary 
              before getting down to business."
Chile,Corporate Culture,"Decision-making is centralized and decisions are made at the 
              top level, although all levels have input. Visit top-level 
              executives first. Mid-level executives can follow up on subsequent 
              visits."
Chile,Corporate Culture,"Be prepared to always go through a secretary. Secretaries are 
              screeners for their bosses."
Chile,Corporate Culture,"It is preferable to conduct business face-to-face rather than 
              over the phone or via fax. Be prepared to take several trips to 
              finish a business transaction."
Chile,Corporate Culture,"It is acceptable, but not yet common, to communicate via 
              e-mail; don’t expect a quick response."
Chile,Corporate Culture,"Businesslike behavior with a bit of humor is appreciated. Do 
              not attempt a hard sell approach, and avoid aggressive behavior."
Chile,Corporate Culture,"Expect to be interrupted. This is not considered rude, but 
              rather a way of showing interest and enthusiasm."
Chile,Corporate Culture,"Present a well-organized plan with terms clearly defined and 
              financial obligations and options clearly stated."
Chile,Corporate Culture,"Chileans are straightforward about negotiations. Feelings and 
              emotion are important in negotiation."
Chile,Corporate Culture,Always get written confirmation of agreements.
Chile,Corporate Culture,"Stay at a top-notch hotel; you will be judged by your 
              accommodations."
Chile,Dining and Entertainment,"Business lunches are usually long and are held in restaurants, 
              hotels or residences."
Chile,Dining and Entertainment,"Correct European-style table manners are vital. It is very 
              important to know which flatware to use. Forks and knives should 
              be used for everything eaten at a table."
Chile,Dining and Entertainment,"Keep both hands above the table at all times, never on your 
              lap."
Chile,Dining and Entertainment,"Don’t lick your fingers or use toothpicks — both are 
              considered vulgar."
Chile,Dining and Entertainment,"Water is not automatically served at the table. If you want 
              water, ask for it."
Chile,Dining and Entertainment,"Taste everything that is served. Compliment the host or 
              hostess on the meal."
Chile,Dining and Entertainment,"Conversation is free, friendly and open at the table, but be 
              careful not to speak with food in your mouth."
Chile,Dining and Entertainment,"Never leave immediately after dinner. Stay for conversation 
              after the meal."
Chile,Dining and Entertainment,"An invitation for drinks at a private home generally includes 
              dinner. Guests should reciprocate with comparable hospitality at a 
              later time."
Chile,Dining and Entertainment,"There are no separate checks. The person who invites pays. 
              Arrange in advance to pay the bill in a restaurant if you are the 
              host. You will not be presented with a bill in a restaurant until 
              you ask for it."
Chile,Dining and Entertainment,"Always arrive late for social functions. Being fifteen to 
              thirty minutes late for dinner and thirty minutes late for a party 
              is customary."
Chile,Dress,"Appearance is important to Chileans who favor sophisticated 
              European styles. It is important to be neatly and cleanly dressed 
              for all occasions."
Chile,Dress,"Men should wear jackets regardless of where they are or how 
              hot it is. Conservative, dark suits should be worn for business."
Chile,Dress,"Women should wear dresses and suits for business. Bare legs 
              are acceptable with dresses."
Chile,Dress,Chilean women do not favor overtly sexy clothing.
Chile,Gifts,"Business gifts are not expected until a relationship is 
              formed."
Chile,Gifts,"Expensive, flashy gifts may cause awkwardness. Tastes are 
              conservative."
Chile,Gifts,"Give leather appointment books, quality pens, cigarette 
              lighters, office accessories, a clock or liquor."
Chile,Gifts,Open gifts immediately in front of the giver.
Chile,Gifts,"Bring a bouquet of flowers to the hostess, or send flowers in 
              advance of a party. Give wine, chocolates, local crafts from your 
              home, small porcelain pieces or an art object to hang on a wall. 
              Gifts for children are appreciated."
Chile,Helpful Hints,Do not make comparisons between the United States and Chile.
Chile,Helpful Hints,"Show interest in and talk about family, especially children."
Chile,Helpful Hints,"Do not talk about politics or human rights, especially as a 
              foreigner, unless your host initiates the discussion."
Chile,Helpful Hints,"When smoking, offer a cigarette to everyone. Chileans have a 
              saying for those who neglect to share: ""Did you learn to smoke in 
              jail?"""
Chile,Especially for Women,"Traditionally, men have dominated private and public life in 
            Chile. However, attitudes are changing at home and in the workplace. 
            Women now make up 30% of the labor. In addition, many women hold 
            important political and business positions as ministers and top 
            executives."
Chile,Especially for Women,"Chile is an easier place for women to conduct business than 
              other parts of South America. However, businesswomen may still 
              encounter a machismo ethic."
Chile,Especially for Women,"Typical North American businesswomen are often viewed as cold, 
              pushy and non-feminine."
Chile,Especially for Women,"Men almost always pay the bill in a restaurant and may be 
              embarrassed if a woman attempts to pay. This shouldn’t be pressed. 
              Don’t argue. If it is important for you to pay, make arrangements 
              in advance."
Chile,Especially for Women,"It is common for men to stare at women. It is harmless and 
              meant to flatter."
Chile,Especially for Women,
Chile,Especially for Women,
Chile,Especially for Women,^Back to Top
China,Meeting and Greeting,"Shake hands upon meeting. Chinese may nod or bow instead of 
              shaking hands, although shaking hands has become increasingly 
              common."
China,Meeting and Greeting,"When introduced to a Chinese group, they may greet you with 
              applause. Applaud back."
China,Meeting and Greeting,"Senior persons begin greetings. Greet the oldest, most senior 
              person before others. During group introductions, line up 
              according to seniority with the senior person at the head of the 
              line."
China,Names and Titles,"Use family names and appropriate titles until specifically 
              invited by your Chinese host or colleagues to use their given 
              names."
China,Names and Titles,"Address the Chinese by Mr., Mrs., Miss plus family name. Note: 
              married women always retain their maiden name."
China,Names and Titles,"Chinese are often addressed by their government or 
              professional titles. For example, address Li Pang using his title: 
              Mayor Li or Director Li."
China,Names and Titles,"Names may have two parts; for example: Wang Chien. Traditional 
              Chinese family names are placed first with the given name (which 
              has one or two syllables) coming last (family name: Wang; given: 
              Chien)."
China,Names and Titles,"Chinese generally introduce their guests using their full 
              titles and company names. You should do the same. Example: Doctor 
              John Smith, CEO of American Data Corporation."
China,Body Language,"The Chinese dislike being touched by strangers. Do not touch, 
              hug, lock arms, back slap or make any body contact."
China,Body Language,Clicking fingers or whistling is considered very rude.
China,Body Language,"Never put your feet on a desk or a chair. Never gesture or 
              pass an object with your feet."
China,Body Language,"Blowing one's nose in a handkerchief and returning it to one's 
              pocket is considered vulgar by the Chinese."
China,Body Language,"To beckon a Chinese person, face the palm of your hand 
              downward and move your fingers in a scratching motion. Never use 
              your index finger to beckon anyone."
China,Body Language,"Sucking air in quickly and loudly through lips and teeth 
              expresses distress or surprise at a proposed request. Attempt to 
              change your request, allowing the Chinese to save face."
China,Body Language,"Chinese point with an open hand. Never point with your index 
              finger."
China,Corporate Culture,"The Chinese are practical in business and realize they need 
            Western investment, but dislike dependency on foreigners. They are 
            suspicious and fearful of being cheated or pushed around by 
            foreigners, who are perceived as culturally and economically 
            corrupt. It is very difficult to break through the ""them vs. us"" 
            philosophy (foreign partner vs. Chinese). In personal relationships, 
            the Chinese will offer friendship and warm hospitality without 
            conflict, but in business they are astute negotiators."
China,Corporate Culture,"Punctuality is important for foreign businesspeople. Being 
              late is rude. Meetings always begin on time."
China,Corporate Culture,"Business cards are exchanged upon meeting. Business cards 
              should be printed in English on one side and Chinese on the other. 
              Make sure the Chinese side uses ""simplified"" characters and not 
              ""classical"" characters, which are used in Taiwan and Hong Kong."
China,Corporate Culture,"English is not spoken in business meetings, although some 
              Chinese may understand English without making it known. Hire an 
              interpreter or ask for one to be provided."
China,Corporate Culture,"Be prepared for long meetings and lengthy negotiations (often 
              ten days straight) with many delays."
China,Corporate Culture,"The Chinese will enter a meeting with the highest-ranking 
              person entering first. They will assume the first member of your 
              group to enter the room is the leader of your delegation. The 
              senior Chinese person welcomes everyone. The foreign leader 
              introduces his/her team, and each member distributes his/her card. 
              The leader invites the Chinese to do the same."
China,Corporate Culture,"Seating is very important at a meeting. The host sits to the 
              left of the most important guest."
China,Corporate Culture,"There may be periods of silence at a business meeting; do not 
              interrupt these."
China,Corporate Culture,"A contract is considered a draft subject to change. Chinese 
              may agree on a deal and then change their minds. A signed contract 
              is not binding and does not mean negotiations will end."
China,Corporate Culture,"Observing seniority and rank are extremely important in 
              business."
China,Corporate Culture,"The status of the people who make the initial contact with the 
              Chinese is very important. Don't insult the Chinese by sending 
              someone with a low rank."
China,Corporate Culture,"Chinese negotiators may try to make foreign negotiators feel 
              guilty about setbacks; they may then manipulate this sense of 
              guilt to achieve certain concessions."
China,Corporate Culture,"Two Chinese negotiating tricks designed to make you agree to 
              concessions are staged temper tantrums and a feigned sense of 
              urgency."
