Country,Section,Detail
Turkey,The People,"In Turkey, putting your thumb between your first two fingers 
              is the equivalent to raising your middle finger in the United 
              States."
Turkey,The People,The “O.K.” sign in Turkey means that someone is homosexual.
Turkey,The People,Corporate Culture
Turkey,The People,"Turks take punctuality for business meetings very seriously 
              and expect that you will do likewise; call with an explanation if 
              you are delayed."
Turkey,The People,"Consideration, politeness, respect and courtesy are very 
              important to the Turks. Shake hands with each person upon arriving 
              at an office. When visiting a factory, shake hands with all the 
              workers when you arrive and again when you leave."
Turkey,The People,"Turks engage in small talk before they begin business 
              discussions."
Turkey,The People,Decisions are made at the top.
Turkey,The People,Dining and Entertainment
Turkey,The People,Be punctual for a dinner party. 7:00 p.m. means 7:00 p.m.
Turkey,The People,"Business can be discussed at anytime during the meal, but you 
              must get a feel from your business counterpart."
Turkey,The People,"Some Turks who are Muslim drink alcohol, but those Turks who 
              are strict Muslims never do."
Turkey,The People,"Hosts will probably expect you to eat a great deal and may be 
              offended if you don't."
Turkey,The People,"When finished eating, leave no food on your plate, and place 
              your knife and fork side by side on your plate."
Turkey,The People,"""Dutch treat"" does not exist in Turkey. If you invite someone 
              to dine, you pay the bill."
Turkey,The People,Dress
Turkey,The People,"For business, men should wear conservative suits or a sports 
              coat and tie. In very hot weather, men may go without a jacket, 
              but they still wear a tie."
Turkey,The People,"Women should wear suits, dresses and heels. Avoid short 
              skirts, low-cut blouses or shorts."
Turkey,The People,Gifts
Turkey,The People,"Always bring the hostess a gift when invited to someone's 
              home. Do not bring a gift that is too lavish. Give: flowers (roses 
              or carnations), candy, chocolates, wine (if host drinks). Do not 
              give alcohol if you are not sure whether your host drinks."
Turkey,The People,Don't expect your hostess to open a gift when presented.
Turkey,The People,"Gifts may be exchanged in business. Give gifts made in America 
              that are not expensive, i.e. crystal, desk accessories, pens, 
              gifts with company logo. Do not give overly personal gifts."
Turkey,The People,Helpful Hints
Turkey,The People,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established."
Turkey,The People,Especially for Women
Turkey,The People,Foreign women are very welcome and accepted in Turkey.
Turkey,The People,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,The People,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
Turkey,Meeting and Greeting,"Shake hands with everyone present--men, women and children--at 
              a business or social meeting. Shake hands with elders first. Shake 
              hands again when leaving."
Turkey,Meeting and Greeting,"It is common for Turkish men and women to cheek-kiss one 
              another when meeting and parting."
Turkey,Meeting and Greeting,Body Language
Turkey,Meeting and Greeting,"""Yes"" is a slight downward nod of the head. ""No"" is a slight 
              upward nod of the head while making a quick, sucking sound through 
              your two front teeth (like ""tsk"")."
Turkey,Meeting and Greeting,"Turks generally have a small area of personal space and may 
              stand closer than most foreigners are used to."
Turkey,Meeting and Greeting,Never point the sole of your foot toward a person.
Turkey,Meeting and Greeting,"Turks, most of whom are devout Muslims, may avoid looking into 
              your eyes in a display of humble behavior."
Turkey,Meeting and Greeting,"Do not stand with your hands on your hips when talking to 
              others, especially older people or superiors, or put your hands in 
              your pockets."
Turkey,Meeting and Greeting,"In Turkey, putting your thumb between your first two fingers 
              is the equivalent to raising your middle finger in the United 
              States."
Turkey,Meeting and Greeting,The “O.K.” sign in Turkey means that someone is homosexual.
Turkey,Meeting and Greeting,Corporate Culture
Turkey,Meeting and Greeting,"Turks take punctuality for business meetings very seriously 
              and expect that you will do likewise; call with an explanation if 
              you are delayed."
Turkey,Meeting and Greeting,"Consideration, politeness, respect and courtesy are very 
              important to the Turks. Shake hands with each person upon arriving 
              at an office. When visiting a factory, shake hands with all the 
              workers when you arrive and again when you leave."
Turkey,Meeting and Greeting,"Turks engage in small talk before they begin business 
              discussions."
Turkey,Meeting and Greeting,Decisions are made at the top.
Turkey,Meeting and Greeting,Dining and Entertainment
Turkey,Meeting and Greeting,Be punctual for a dinner party. 7:00 p.m. means 7:00 p.m.
Turkey,Meeting and Greeting,"Business can be discussed at anytime during the meal, but you 
              must get a feel from your business counterpart."
Turkey,Meeting and Greeting,"Some Turks who are Muslim drink alcohol, but those Turks who 
              are strict Muslims never do."
Turkey,Meeting and Greeting,"Hosts will probably expect you to eat a great deal and may be 
              offended if you don't."
Turkey,Meeting and Greeting,"When finished eating, leave no food on your plate, and place 
              your knife and fork side by side on your plate."
Turkey,Meeting and Greeting,"""Dutch treat"" does not exist in Turkey. If you invite someone 
              to dine, you pay the bill."
Turkey,Meeting and Greeting,Dress
Turkey,Meeting and Greeting,"For business, men should wear conservative suits or a sports 
              coat and tie. In very hot weather, men may go without a jacket, 
              but they still wear a tie."
Turkey,Meeting and Greeting,"Women should wear suits, dresses and heels. Avoid short 
              skirts, low-cut blouses or shorts."
Turkey,Meeting and Greeting,Gifts
Turkey,Meeting and Greeting,"Always bring the hostess a gift when invited to someone's 
              home. Do not bring a gift that is too lavish. Give: flowers (roses 
              or carnations), candy, chocolates, wine (if host drinks). Do not 
              give alcohol if you are not sure whether your host drinks."
Turkey,Meeting and Greeting,Don't expect your hostess to open a gift when presented.
Turkey,Meeting and Greeting,"Gifts may be exchanged in business. Give gifts made in America 
              that are not expensive, i.e. crystal, desk accessories, pens, 
              gifts with company logo. Do not give overly personal gifts."
Turkey,Meeting and Greeting,Helpful Hints
Turkey,Meeting and Greeting,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established."
Turkey,Meeting and Greeting,Especially for Women
Turkey,Meeting and Greeting,Foreign women are very welcome and accepted in Turkey.
Turkey,Meeting and Greeting,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,Meeting and Greeting,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
Turkey,Body Language,"""Yes"" is a slight downward nod of the head. ""No"" is a slight 
              upward nod of the head while making a quick, sucking sound through 
              your two front teeth (like ""tsk"")."
Turkey,Body Language,"Turks generally have a small area of personal space and may 
              stand closer than most foreigners are used to."
Turkey,Body Language,Never point the sole of your foot toward a person.
Turkey,Body Language,"Turks, most of whom are devout Muslims, may avoid looking into 
              your eyes in a display of humble behavior."
Turkey,Body Language,"Do not stand with your hands on your hips when talking to 
              others, especially older people or superiors, or put your hands in 
              your pockets."
Turkey,Body Language,"In Turkey, putting your thumb between your first two fingers 
              is the equivalent to raising your middle finger in the United 
              States."
Turkey,Body Language,The “O.K.” sign in Turkey means that someone is homosexual.
Turkey,Body Language,Corporate Culture
Turkey,Body Language,"Turks take punctuality for business meetings very seriously 
              and expect that you will do likewise; call with an explanation if 
              you are delayed."
Turkey,Body Language,"Consideration, politeness, respect and courtesy are very 
              important to the Turks. Shake hands with each person upon arriving 
              at an office. When visiting a factory, shake hands with all the 
              workers when you arrive and again when you leave."
Turkey,Body Language,"Turks engage in small talk before they begin business 
              discussions."
Turkey,Body Language,Decisions are made at the top.
Turkey,Body Language,Dining and Entertainment
Turkey,Body Language,Be punctual for a dinner party. 7:00 p.m. means 7:00 p.m.
Turkey,Body Language,"Business can be discussed at anytime during the meal, but you 
              must get a feel from your business counterpart."
Turkey,Body Language,"Some Turks who are Muslim drink alcohol, but those Turks who 
              are strict Muslims never do."
Turkey,Body Language,"Hosts will probably expect you to eat a great deal and may be 
              offended if you don't."
Turkey,Body Language,"When finished eating, leave no food on your plate, and place 
              your knife and fork side by side on your plate."
Turkey,Body Language,"""Dutch treat"" does not exist in Turkey. If you invite someone 
              to dine, you pay the bill."
Turkey,Body Language,Dress
Turkey,Body Language,"For business, men should wear conservative suits or a sports 
              coat and tie. In very hot weather, men may go without a jacket, 
              but they still wear a tie."
Turkey,Body Language,"Women should wear suits, dresses and heels. Avoid short 
              skirts, low-cut blouses or shorts."
Turkey,Body Language,Gifts
Turkey,Body Language,"Always bring the hostess a gift when invited to someone's 
              home. Do not bring a gift that is too lavish. Give: flowers (roses 
              or carnations), candy, chocolates, wine (if host drinks). Do not 
              give alcohol if you are not sure whether your host drinks."
Turkey,Body Language,Don't expect your hostess to open a gift when presented.
Turkey,Body Language,"Gifts may be exchanged in business. Give gifts made in America 
              that are not expensive, i.e. crystal, desk accessories, pens, 
              gifts with company logo. Do not give overly personal gifts."
Turkey,Body Language,Helpful Hints
Turkey,Body Language,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established."
Turkey,Body Language,Especially for Women
Turkey,Body Language,Foreign women are very welcome and accepted in Turkey.
Turkey,Body Language,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,Body Language,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
Turkey,Corporate Culture,"Turks take punctuality for business meetings very seriously 
              and expect that you will do likewise; call with an explanation if 
              you are delayed."
Turkey,Corporate Culture,"Consideration, politeness, respect and courtesy are very 
              important to the Turks. Shake hands with each person upon arriving 
              at an office. When visiting a factory, shake hands with all the 
              workers when you arrive and again when you leave."
Turkey,Corporate Culture,"Turks engage in small talk before they begin business 
              discussions."
Turkey,Corporate Culture,Decisions are made at the top.
Turkey,Corporate Culture,Dining and Entertainment
Turkey,Corporate Culture,Be punctual for a dinner party. 7:00 p.m. means 7:00 p.m.
Turkey,Corporate Culture,"Business can be discussed at anytime during the meal, but you 
              must get a feel from your business counterpart."
Turkey,Corporate Culture,"Some Turks who are Muslim drink alcohol, but those Turks who 
              are strict Muslims never do."
Turkey,Corporate Culture,"Hosts will probably expect you to eat a great deal and may be 
              offended if you don't."
Turkey,Corporate Culture,"When finished eating, leave no food on your plate, and place 
              your knife and fork side by side on your plate."
Turkey,Corporate Culture,"""Dutch treat"" does not exist in Turkey. If you invite someone 
              to dine, you pay the bill."
Turkey,Corporate Culture,Dress
Turkey,Corporate Culture,"For business, men should wear conservative suits or a sports 
              coat and tie. In very hot weather, men may go without a jacket, 
              but they still wear a tie."
Turkey,Corporate Culture,"Women should wear suits, dresses and heels. Avoid short 
              skirts, low-cut blouses or shorts."
Turkey,Corporate Culture,Gifts
Turkey,Corporate Culture,"Always bring the hostess a gift when invited to someone's 
              home. Do not bring a gift that is too lavish. Give: flowers (roses 
              or carnations), candy, chocolates, wine (if host drinks). Do not 
              give alcohol if you are not sure whether your host drinks."
Turkey,Corporate Culture,Don't expect your hostess to open a gift when presented.
Turkey,Corporate Culture,"Gifts may be exchanged in business. Give gifts made in America 
              that are not expensive, i.e. crystal, desk accessories, pens, 
              gifts with company logo. Do not give overly personal gifts."
Turkey,Corporate Culture,Helpful Hints
Turkey,Corporate Culture,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established."
Turkey,Corporate Culture,Especially for Women
Turkey,Corporate Culture,Foreign women are very welcome and accepted in Turkey.
Turkey,Corporate Culture,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,Corporate Culture,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
Turkey,Dining and Entertainment,Be punctual for a dinner party. 7:00 p.m. means 7:00 p.m.
Turkey,Dining and Entertainment,"Business can be discussed at anytime during the meal, but you 
              must get a feel from your business counterpart."
Turkey,Dining and Entertainment,"Some Turks who are Muslim drink alcohol, but those Turks who 
              are strict Muslims never do."
Turkey,Dining and Entertainment,"Hosts will probably expect you to eat a great deal and may be 
              offended if you don't."
Turkey,Dining and Entertainment,"When finished eating, leave no food on your plate, and place 
              your knife and fork side by side on your plate."
Turkey,Dining and Entertainment,"""Dutch treat"" does not exist in Turkey. If you invite someone 
              to dine, you pay the bill."
Turkey,Dining and Entertainment,Dress
Turkey,Dining and Entertainment,"For business, men should wear conservative suits or a sports 
              coat and tie. In very hot weather, men may go without a jacket, 
              but they still wear a tie."
Turkey,Dining and Entertainment,"Women should wear suits, dresses and heels. Avoid short 
              skirts, low-cut blouses or shorts."
Turkey,Dining and Entertainment,Gifts
Turkey,Dining and Entertainment,"Always bring the hostess a gift when invited to someone's 
              home. Do not bring a gift that is too lavish. Give: flowers (roses 
              or carnations), candy, chocolates, wine (if host drinks). Do not 
              give alcohol if you are not sure whether your host drinks."
Turkey,Dining and Entertainment,Don't expect your hostess to open a gift when presented.
Turkey,Dining and Entertainment,"Gifts may be exchanged in business. Give gifts made in America 
              that are not expensive, i.e. crystal, desk accessories, pens, 
              gifts with company logo. Do not give overly personal gifts."
Turkey,Dining and Entertainment,Helpful Hints
Turkey,Dining and Entertainment,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established."
Turkey,Dining and Entertainment,Especially for Women
Turkey,Dining and Entertainment,Foreign women are very welcome and accepted in Turkey.
Turkey,Dining and Entertainment,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,Dining and Entertainment,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
Turkey,Dress,"For business, men should wear conservative suits or a sports 
              coat and tie. In very hot weather, men may go without a jacket, 
              but they still wear a tie."
Turkey,Dress,"Women should wear suits, dresses and heels. Avoid short 
              skirts, low-cut blouses or shorts."
Turkey,Dress,Gifts
Turkey,Dress,"Always bring the hostess a gift when invited to someone's 
              home. Do not bring a gift that is too lavish. Give: flowers (roses 
              or carnations), candy, chocolates, wine (if host drinks). Do not 
              give alcohol if you are not sure whether your host drinks."
Turkey,Dress,Don't expect your hostess to open a gift when presented.
Turkey,Dress,"Gifts may be exchanged in business. Give gifts made in America 
              that are not expensive, i.e. crystal, desk accessories, pens, 
              gifts with company logo. Do not give overly personal gifts."
Turkey,Dress,Helpful Hints
Turkey,Dress,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established."
Turkey,Dress,Especially for Women
Turkey,Dress,Foreign women are very welcome and accepted in Turkey.
Turkey,Dress,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,Dress,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
Turkey,Gifts,"Always bring the hostess a gift when invited to someone's 
              home. Do not bring a gift that is too lavish. Give: flowers (roses 
              or carnations), candy, chocolates, wine (if host drinks). Do not 
              give alcohol if you are not sure whether your host drinks."
Turkey,Gifts,Don't expect your hostess to open a gift when presented.
Turkey,Gifts,"Gifts may be exchanged in business. Give gifts made in America 
              that are not expensive, i.e. crystal, desk accessories, pens, 
              gifts with company logo. Do not give overly personal gifts."
Turkey,Gifts,Helpful Hints
Turkey,Gifts,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established."
Turkey,Gifts,Especially for Women
Turkey,Gifts,Foreign women are very welcome and accepted in Turkey.
Turkey,Gifts,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,Gifts,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
Turkey,Helpful Hints,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established."
Turkey,Helpful Hints,Especially for Women
Turkey,Helpful Hints,Foreign women are very welcome and accepted in Turkey.
Turkey,Helpful Hints,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,Helpful Hints,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
Turkey,Especially for Women,Foreign women are very welcome and accepted in Turkey.
Turkey,Especially for Women,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful."
Turkey,Especially for Women,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay."
United Kingdom,The People,"Four countries make up the United Kingdom of Great Britain and 
            Northern Ireland -- England, Scotland, Wales and Northern Ireland. 
            Residents of any of these countries may be called ""British."" Use 
            ""English,"" ""Scot"" or ""Scotsman,"" ""Welsh"" and ""Irish"" or ""Northern 
            Irish"" only when certain of a person’s heritage. While the four 
            countries share many customs, each has its own set of cultural 
            nuances."
United Kingdom,The People,"In England, politeness, reserve, and restraint are admired. The 
            English are courteous, unassuming and unabrasive and are very proud 
            of their long and rich history."
United Kingdom,The People,"Scots are passionate about their country, guarding its uniqueness 
            and refusing to go along with English ideas. While cool and aloof 
            externally, they are extremely sentimental about their family and 
            their country. Overall Scots are free of class consciousness and 
            social elitism, except in religion."
United Kingdom,The People,"Generally, Protestants mix only with Protestants and Catholics 
            mix only with Catholics."
United Kingdom,The People,"Scots have a keen, subtle sense of humor and value generosity, 
            respectability."
United Kingdom,The People,"Wales has been part of the United Kingdom for more than 400 
            years, but has kept its own language, literature and traditions. 
            Most residents of Wales are of Welsh or English heritage. Many 
            immigrants from former British colonies and other parts of U.K. 
            Welsh take great pride in their country and their heritage. The 
            Welsh love to sing and talk and spend much of their free time at 
            with their families."
United Kingdom,The People,"Two-thirds of the Northern Irish have Scottish or English roots. 
            The others are of Irish descent. Irish value friendliness, sincerity 
            and nature. They dislike pretentious behavior and possess a strong 
            work ethic. Family ties are very important in Northern Ireland."
United Kingdom,The People,Meeting and Greeting
United Kingdom,The People,"The British are reserved, which may cause them to appear cool 
              and indifferent or overly formal. In fact, they are very friendly 
              and helpful to foreigners."
United Kingdom,The People,"Shake hands with everyone present -- men, women, and children 
              -- at business and social meetings. Shake hands again when 
              leaving."
United Kingdom,The People,Handshakes are light -- not firm.
United Kingdom,The People,Women should extend their hand to men first.
United Kingdom,The People,"Use last names and appropriate titles until specifically 
              invited by your British hosts or colleagues to use their first 
              names."
United Kingdom,The People,Body Language
United Kingdom,The People,"The British are not back slappers or touchers and generally do 
              not display affection in public."
United Kingdom,The People,"Hugging, kissing and touching is usually reserved for family 
              members and very close friends."
United Kingdom,The People,"The British like a certain amount of personal space. Do not 
              stand too close to another person or put your arm around someone's 
              shoulder."
United Kingdom,The People,Staring is considered rude.
United Kingdom,The People,Corporate Culture
United Kingdom,The People,"In Great Britain, punctuality is important for business 
              meetings. Be on time."
United Kingdom,The People,"Brits prefer a congenial business relationship, but tend to 
              get right down to business after a few moments of polite 
              conversation."
United Kingdom,The People,"Business is best initiated through a well-connected third 
              party."
United Kingdom,The People,"The Board of Directors is the source of power and the 
              principal decision making unit in a company. Formal approval of 
              the board is required for most decisions. Decisions may be slow in 
              the making."
United Kingdom,The People,"Expect formalities and protocol to be observed in business, 
              especially in London."
United Kingdom,The People,"Business organization traditionally is multi-layered with a 
              vertical chain of command. A network of committees, formal and 
              informal, exists in larger companies. Group consensus is preferred 
              to individual initiative."
United Kingdom,The People,"In older companies, business still centers around the ""old boy 
              network"" with prep schools, universities and family ties being of 
              great importance. Newer companies are more progressive."
United Kingdom,The People,Meetings should be scheduled well in advance.
United Kingdom,The People,"Meetings generally have a concrete objective, such as: making 
              a decision, developing a plan or arriving at an agreement."
United Kingdom,The People,Presentations should be detailed and subdued.
United Kingdom,The People,"Scots are known for being skilled businesspersons, priding 
              themselves for being internationalists. They also are suspicious 
              of ""go-getters"" and respect success only when it is achieved over 
              time."
United Kingdom,The People,Dining and Entertainment
United Kingdom,The People,Summon a waiter by raising your hand. Don't wave or shout.
United Kingdom,The People,"Most business entertaining is done restaurants or pubs over 
              lunch. The host, the one who extends the invitation, pays the 
              bill."
United Kingdom,The People,"A British business associate may invite you to watch cricket 
              or to the regatta. Both are prestigious events. Wear your tweed 
              sport coat or blue blazer."
United Kingdom,The People,"An invitation to someone's home is more common in England than 
              in the rest of Europe."
United Kingdom,The People,"Do not discuss business at dinner in someone's home unless the 
              host initiates the conversation."
United Kingdom,The People,"In England, when invited to someone's home, arrive at least 
              10-20 minutes after the stated time. Never arrive early. In 
              Scotland and Wales, arrive on time."
United Kingdom,The People,"A male guest of honor is seated at the head of the table or to 
              the right of the hostess. A female guest of honor is seated to the 
              right of the host."
United Kingdom,The People,Wait for your host to begin eating before you eat.
United Kingdom,The People,"Host or hostess always initiates first toast, which is usually 
              only given at a formal dinner."
United Kingdom,The People,"At a formal dinner, do not smoke until after the toast to the 
              Queen or until otherwise indicated by the host."
United Kingdom,The People,"Keep your hands on the table at all times during the meal -- 
              not in your lap. However, take care to keep your elbows off the 
              table."
United Kingdom,The People,"When finished eating, place knife and fork side by side on the 
              plate at the 5:25 position."
United Kingdom,The People,"You should leave a very small amount of food on your plate 
              when finished eating."
United Kingdom,The People,The guest of honor should initiate leaving a party.
United Kingdom,The People,"When the host folds his napkin, this signals that the meal is 
              over."
United Kingdom,The People,Leave a dinner party shortly after dinner ends.
United Kingdom,The People,Write a thank you note to the hostess.
United Kingdom,The People,"It is considered impolite to ask for a tour of your host's 
              home."
United Kingdom,The People,"Entertain anyone who has entertained you, but don't try to 
              impress British guests with an extravagant dinner. The Brits 
              prefer understatement."
United Kingdom,The People,Dress
United Kingdom,The People,"People in the larger cities dress more formally, especially in 
              London."
United Kingdom,The People,"Men and women wear wools and tweeds for casual occasions. 
              Slacks, sweaters and jackets are appropriate for men and women."
United Kingdom,The People,Avoid striped ties that are copies of British regimentals.
United Kingdom,The People,"Men's clothing often expresses affiliation rather than style. 
              Ties are important symbols. School, army, university or club ties 
              are worn."
United Kingdom,The People,"For business meetings, men should wear dark suits and ties. 
              Women should wear suits, dresses or skirts and blouses."
United Kingdom,The People,"Do not wear a blazer to work. A blazer is country or weekend 
              wear."
United Kingdom,The People,"For formal events men may wear black ties, business suits, 
              morning coats or tails. Inquire which is required. Women generally 
              wear cocktail suits or dresses."
United Kingdom,The People,Gifts
United Kingdom,The People,Gifts are normally not exchanged in business settings.
United Kingdom,The People,"When invited to someone's home, always bring a small gift for 
              the hostess. Give flowers, chocolates, wine, champagne or books. 
              Present the gift upon arrival."
United Kingdom,The People,Gifts are opened upon receiving.
United Kingdom,The People,"It is polite to send flowers in advance of a dinner party. Do 
              not send white lilies, which denote death."
United Kingdom,The People,Helpful Hints
United Kingdom,The People,"Men should open doors for women and stand when a woman enters 
              a room."
United Kingdom,The People,Always hold the door for a person following behind you.
United Kingdom,The People,"Honor rank when entering a room. Allow higher rank to enter 
              first."
United Kingdom,The People,"Don’t insult the royal family or show great interest in their 
              private lives."
United Kingdom,The People,"Respect the British desire for privacy. Don’t ask personal 
              questions, such as where a person lives or what a person does for 
              a profession or job. Don’t talk about money."
United Kingdom,The People,"Do not violate a queue. It is considered very rude to push 
              ahead in a line."
United Kingdom,The People,"Do not shout or be loud in public places and don’t use 
              excessive, demonstrative hand gestures when speaking."
United Kingdom,The People,Staring is considered impolite.
United Kingdom,The People,"Do not be too casual, especially with the English language."
United Kingdom,The People,"The English avoid speaking in superlatives. ""I am quite 
              pleased,"" means they are extremely happy."
United Kingdom,The People,Never try to sound British or mimic their accent.
United Kingdom,The People,"Humor is ever-present in English life. It is often 
              self-deprecating, ribbing, sarcastic, sexist or racist. Try not to 
              take offense."
United Kingdom,The People,"In Scotland, kilts are worn by men at formal occasions (i.e., 
              black tie, weddings, etc.). Don’t make jokes about or ask a Scot 
              what he wears under his kilt."
United Kingdom,The People,"In Northern Ireland, religion and politics have created 
              conflict in for many years. Avoid these discussing topics if 
              possible."
United Kingdom,The People,Especially for Women
United Kingdom,The People,"The 'Old Boy Network' is alive and well in the United Kingdom. 
              However, women are becoming more common in managerial positions in 
              the United Kingdom than in most EC countries, especially in 
              service industries and public sector jobs."
United Kingdom,The People,"Foreign women will have little difficulty conducting business 
              in Great Britain."
United Kingdom,The People,"Don't be insulted if someone calls you love, dearie, or 
              darling. These are commonly used and not considered rude."
United Kingdom,The People,"It is acceptable, but may be misconstrued, for a foreign woman 
              to invite an English man to dinner. It is best to stick with 
              lunch."
United Kingdom,The People,"If a woman would like to pay for a meal, she should state this 
              at the outset."
United Kingdom,The People,"Crossing your legs at the ankles, not at the knees, is proper."
United Kingdom,Meeting and Greeting,"The British are reserved, which may cause them to appear cool 
              and indifferent or overly formal. In fact, they are very friendly 
              and helpful to foreigners."
United Kingdom,Meeting and Greeting,"Shake hands with everyone present -- men, women, and children 
              -- at business and social meetings. Shake hands again when 
              leaving."
United Kingdom,Meeting and Greeting,Handshakes are light -- not firm.
United Kingdom,Meeting and Greeting,Women should extend their hand to men first.
United Kingdom,Meeting and Greeting,"Use last names and appropriate titles until specifically 
              invited by your British hosts or colleagues to use their first 
              names."
United Kingdom,Meeting and Greeting,Body Language
United Kingdom,Meeting and Greeting,"The British are not back slappers or touchers and generally do 
              not display affection in public."
United Kingdom,Meeting and Greeting,"Hugging, kissing and touching is usually reserved for family 
              members and very close friends."
United Kingdom,Meeting and Greeting,"The British like a certain amount of personal space. Do not 
              stand too close to another person or put your arm around someone's 
              shoulder."
United Kingdom,Meeting and Greeting,Staring is considered rude.
United Kingdom,Meeting and Greeting,Corporate Culture
United Kingdom,Meeting and Greeting,"In Great Britain, punctuality is important for business 
              meetings. Be on time."
United Kingdom,Meeting and Greeting,"Brits prefer a congenial business relationship, but tend to 
              get right down to business after a few moments of polite 
              conversation."
United Kingdom,Meeting and Greeting,"Business is best initiated through a well-connected third 
              party."
United Kingdom,Meeting and Greeting,"The Board of Directors is the source of power and the 
              principal decision making unit in a company. Formal approval of 
              the board is required for most decisions. Decisions may be slow in 
              the making."
United Kingdom,Meeting and Greeting,"Expect formalities and protocol to be observed in business, 
              especially in London."
United Kingdom,Meeting and Greeting,"Business organization traditionally is multi-layered with a 
              vertical chain of command. A network of committees, formal and 
              informal, exists in larger companies. Group consensus is preferred 
              to individual initiative."
United Kingdom,Meeting and Greeting,"In older companies, business still centers around the ""old boy 
              network"" with prep schools, universities and family ties being of 
              great importance. Newer companies are more progressive."
United Kingdom,Meeting and Greeting,Meetings should be scheduled well in advance.
United Kingdom,Meeting and Greeting,"Meetings generally have a concrete objective, such as: making 
              a decision, developing a plan or arriving at an agreement."
United Kingdom,Meeting and Greeting,Presentations should be detailed and subdued.
United Kingdom,Meeting and Greeting,"Scots are known for being skilled businesspersons, priding 
              themselves for being internationalists. They also are suspicious 
              of ""go-getters"" and respect success only when it is achieved over 
              time."
United Kingdom,Meeting and Greeting,Dining and Entertainment
United Kingdom,Meeting and Greeting,Summon a waiter by raising your hand. Don't wave or shout.
United Kingdom,Meeting and Greeting,"Most business entertaining is done restaurants or pubs over 
              lunch. The host, the one who extends the invitation, pays the 
              bill."
United Kingdom,Meeting and Greeting,"A British business associate may invite you to watch cricket 
              or to the regatta. Both are prestigious events. Wear your tweed 
              sport coat or blue blazer."
United Kingdom,Meeting and Greeting,"An invitation to someone's home is more common in England than 
              in the rest of Europe."
United Kingdom,Meeting and Greeting,"Do not discuss business at dinner in someone's home unless the 
              host initiates the conversation."
United Kingdom,Meeting and Greeting,"In England, when invited to someone's home, arrive at least 
              10-20 minutes after the stated time. Never arrive early. In 
              Scotland and Wales, arrive on time."
United Kingdom,Meeting and Greeting,"A male guest of honor is seated at the head of the table or to 
              the right of the hostess. A female guest of honor is seated to the 
              right of the host."
United Kingdom,Meeting and Greeting,Wait for your host to begin eating before you eat.
United Kingdom,Meeting and Greeting,"Host or hostess always initiates first toast, which is usually 
              only given at a formal dinner."
United Kingdom,Meeting and Greeting,"At a formal dinner, do not smoke until after the toast to the 
              Queen or until otherwise indicated by the host."
United Kingdom,Meeting and Greeting,"Keep your hands on the table at all times during the meal -- 
              not in your lap. However, take care to keep your elbows off the 
              table."
