,Country,Section,Detail,Unnamed: 0
6501,Paraguay,Meeting and Greeting,"Hair, nails, makeup and dress are all important, regardless of 
              a person's economic status. Even the poorest people are well 
              groomed and clean.",
6502,Paraguay,Meeting and Greeting,"Men should wear dark suits and ties for initial meetings. 
              Follow your Paraguayan counterparts' lead in dressing after the 
              first visit.",
6503,Paraguay,Meeting and Greeting,Women should wear suits and dresses.,
6505,Paraguay,Meeting and Greeting,Give high quality gifts.,
6506,Paraguay,Meeting and Greeting,Gifts from your country and home region will be appreciated.,
6507,Paraguay,Meeting and Greeting,"Giving a knife suggests “cutting” the relationship. Including 
              a coin with the knife can blunt the “cutting.” This is an old 
              tradition.",
6508,Paraguay,Meeting and Greeting,"Give your hostess flowers and chocolates. Sweets (cookies and 
              candies) from Argentina are prized by Paraguayans.",
6509,Paraguay,Meeting and Greeting,"Gifts for children are appreciated. Barbie dolls and Power 
              Rangers are popular with young children, and older children will 
              appreciate t-shirts and baseball caps (Hard Rock Cafe, Nike, NBA, 
              Major League Baseball).",
6510,Paraguay,Meeting and Greeting,"For business, give pens and gifts from your home region.",
6511,Paraguay,Meeting and Greeting,"If you are giving a gift with your company logo, it should be 
              discreetly displayed.",
6513,Paraguay,Meeting and Greeting,"Paraguayans are polite and soft-spoken. They do not appreciate 
              shouting or rude behavior. Exhibit patience in all of your 
              actions.",
6514,Paraguay,Meeting and Greeting,"Paraguayans are very proud of their country and will 
              appreciate your interest in it.",
6515,Paraguay,Meeting and Greeting,Don't give your opinion about local politics.,
6516,Paraguay,Meeting and Greeting,"Refer to yourself as a North American or as a citizen of the 
              United States instead of as an American.",
6517,Paraguay,Meeting and Greeting,"Do not photograph anything associated with the military, 
              including soldiers, bridges or equipment.",
6519,Paraguay,Meeting and Greeting,"Machismo is strong, but women are respected. Men will go out 
              of their way to avoid confronting or offending a woman.",
6663,Philippines,Meeting and Greeting,"Men and women shake hands with everyone present at a business 
              meeting or social occasion and when saying ""goodbye."" Handshakes 
              should be friendly and informal, but limp. Men should wait for 
              women to extend their hand.",
6665,Philippines,Meeting and Greeting,"If Filipinos don't understand a question, they open their 
              mouths. Raised eyebrows signify recognition and agreement.",
6666,Philippines,Meeting and Greeting,"Laughter may convey pleasure or embarrassment; it is commonly 
              used to relieve tension.",
6667,Philippines,Meeting and Greeting,"""Yes"" is signified by a jerk of the head upward. ""No"" is 
              signified by a jerk of the head down. Since the Filipinos rarely 
              say no, the non-verbal sign for ""no"" is sometimes accompanied by a 
              verbal yes, which would still indicate ""no.""",
6668,Philippines,Meeting and Greeting,"Staring is considered rude and could be misinterpreted as a 
              challenge, but Filipinos may stare or even touch foreigners, 
              especially in areas where foreigners are rarely seen.",
6669,Philippines,Meeting and Greeting,"To Filipinos, standing with your hands on your hips means you 
              are angry.",
6670,Philippines,Meeting and Greeting,"Never curl your index finger back and forth (to beckon). This 
              is an insult.",
6671,Philippines,Meeting and Greeting,"To indicate two of something, raise your ring and pinkie 
              fingers.",
6672,Philippines,Meeting and Greeting,"To beckon, extend arm, palm down, moving fingers in scratching 
              motion. Touch someone's elbow lightly to attract attention. Do not 
              tap on the shoulder.",
6673,Philippines,Meeting and Greeting,"""Eyebrow flash"" -- a quick lifting of eyebrows -- is a 
              Filipino greeting.",
6675,Philippines,Meeting and Greeting,"Filipinos are relaxed about time. Meetings and appointments 
              often begin late. Foreigners are supposed to be on time.",
6676,Philippines,Meeting and Greeting,"A personal introduction by a mutual friend or business 
              associate makes business arrangements much smoother.",
6677,Philippines,Meeting and Greeting,"Establishing a personal relationship is important to the 
              success of a business relationship. Trust and loyalty are central 
              to developing relationships. Insincerity is easily detected and 
              can ruin the relationship.",
6678,Philippines,Meeting and Greeting,"Filipinos often have a ""take it or leave it"" attitude when it 
              comes to selling prices. They may also may place less stress on 
              the absolute selling price and place more emphasis on percentages, 
              unit cost or rounded figures.",
6679,Philippines,Meeting and Greeting,"Casual conversation may precede business discussions during 
              meetings.",
6680,Philippines,Meeting and Greeting,"Negotiations and business deals move slowly. A third-party 
              go-between may be a good idea to relieve tension or give 
              criticism. Do not allow meetings to go too long. Filipinos love to 
              eat and their enthusiasm wanes when they are hungry.",
6681,Philippines,Meeting and Greeting,"Communication is indirect, truth is diplomatically presented, 
              manner is gentle, and the perception of the recipient is 
              considered in all communications. All communication should be 
              courteous, regardless of its content. The Filipino attempt to 
              please may result in many unfinished projects.",
6682,Philippines,Meeting and Greeting,"Filipinos find it difficult to say ""no,"" disagree, reject or 
              be confrontational, especially when a superior is involved. Expect 
              an ambiguous or indirect answer -- not to deceive, but rather to 
              please and avoid confrontation.",
6683,Philippines,Meeting and Greeting,"Face-to-face meetings are preferred. Written communications 
              might not be answered. Communication by mail or telephone is 
              unreliable at best.",
6684,Philippines,Meeting and Greeting,"Small bribes are occasionally used to cut through 
              bureaucracies. This is illegal, but done quietly and often. 
              Participate with caution.",
6686,Philippines,Meeting and Greeting,"Most business entertaining is done in restaurants or clubs, 
              preferably a good restaurant in an international hotel. During 
              business entertaining, you may be asked to sing. Try to join in.",
6687,Philippines,Meeting and Greeting,"A dinner invitation to counterparts and their spouses is 
              appreciated before you leave the country. Don't bring your spouse 
              to a business lunch. Lunches are generally for business 
              discussions.",
6688,Philippines,Meeting and Greeting,"Filipinos may view a dinner/party invitation as just a passing 
              thought. They may answer ""yes,"" but not take an invitation 
              seriously. Phone to re-invite and remind. An R.S.V.P. may not be 
              answered. It must be reiterated to be taken seriously. Don't 
              accept an invitation unless repeated at least three times.",
6689,Philippines,Meeting and Greeting,"People who have not been invited may turn up at dinner. They 
              should be included graciously.",
6690,Philippines,Meeting and Greeting,"Punctuality is appreciated but not demanded when attending 
              social affairs.",
6691,Philippines,Meeting and Greeting,Getting drunk is considered greedy and rude.,
6692,Philippines,Meeting and Greeting,"Toasts are common in the Philippines, especially at business 
              meetings. Usually the host or lead of the visiting party initiates 
              a toast.",
6693,Philippines,Meeting and Greeting,"It is polite to decline the first offer of seating, food, 
              drink, etc. Accept the second offer.",
6694,Philippines,Meeting and Greeting,Keep your hands above the table during dinner.,
6695,Philippines,Meeting and Greeting,"Leave a small amount of food on your plate when you are 
              finished eating. When finished eating, place your fork and spoon 
              on your plate.",
6696,Philippines,Meeting and Greeting,The person who invites pays the bill.,
6698,Philippines,Meeting and Greeting,"Filipinos are some of the smartest dressers in Asia. Dress 
              well for most occasions.",
6699,Philippines,Meeting and Greeting,Men should wear a jacket and tie for initial meetings.,
6700,Philippines,Meeting and Greeting,"Women should wear western dresses, skirts and blouses.",
6702,Philippines,Meeting and Greeting,"Gifts are not expected, but are appreciated. You may want to 
              bring a small gift to your first meeting.",
6703,Philippines,Meeting and Greeting,"Gifts are not opened in the giver's presence. Thank the giver 
              and set it aside.",
6705,Philippines,Meeting and Greeting,"Speak softly and control your emotions in public. Make 
              requests, not demands.",
6706,Philippines,Meeting and Greeting,"Don't be offended by personal questions. These are asked to 
              show interest. Feel free to ask the same questions in return, 
              especially about family.",
6707,Philippines,Meeting and Greeting,Verbal assault is a crime for which you can be charged.,
6708,Philippines,Meeting and Greeting,"Never bring shame to a person. This reflects on his family. 
              Personal goals are sacrificed for the good of the family.",
6709,Philippines,Meeting and Greeting,"Never directly criticize anyone, especially in public. Never 
              offer insincere comments or compliments.",
6711,Philippines,Meeting and Greeting,"Foreign women will have little problem doing business in the 
              Philippines.",
6712,Philippines,Meeting and Greeting,"Men may make comments about women walking on the street. These 
              should be ignored.",
6713,Philippines,Meeting and Greeting,"A foreign woman should not pay a bill for a Filipino 
              businessman. It would embarrass him and might harm the business 
              relationship.",
6871,Portugal,Meeting and Greeting,"When meeting friends, men embrace and pat one another on the 
              back, and women kiss both cheeks.",
6873,Portugal,Meeting and Greeting,"Portuguese do not use a lot of body gestures. Do not be overly 
              demonstrative with hand gestures or body language.",
6874,Portugal,Meeting and Greeting,"Beckon someone with the palm of your hand down and fingers or 
              whole hand waving (as patting someone on the head).",
6875,Portugal,Meeting and Greeting,Never point with your finger.,
6877,Portugal,Meeting and Greeting,"Portuguese do not take punctuality for business meetings 
              particularly seriously, but expect that you will be on time. Call 
              with an explanation if you are delayed. Be prepared for your 
              Portuguese counterparts to be 15-30 minutes late.",
6878,Portugal,Meeting and Greeting,"While many younger managers speak English, it is appreciated 
              if you have correspondence translated into Portuguese.",
6879,Portugal,Meeting and Greeting,Plan on hiring an interpreter for business meetings.,
6880,Portugal,Meeting and Greeting,"Meetings are for briefing or discussion. Decisions may take 
              several meetings. Do not expect clear, decisive results. The aim 
              is not to find a common ground, but to strongly express one's 
              point of view.",
6881,Portugal,Meeting and Greeting,"If agreement/support is required at a meeting, you should 
              lobby participants privately beforehand.",
6883,Portugal,Meeting and Greeting,"Food is served family style. The guest of honor serves 
              him/herself first and passes dishes around the table.",
6884,Portugal,Meeting and Greeting,Fish is eaten with a special knife and fork.,
6885,Portugal,Meeting and Greeting,"To signify that you would like more food, place you fork 
              diagonal from the left and your knife straight down to form a 
              triangular position. When finished eating, place knife and fork 
              (tines up) side by side on your plate at the 5:25 position.",
6886,Portugal,Meeting and Greeting,"It is polite to leave some food on your plate when finished 
              eating.",
6887,Portugal,Meeting and Greeting,"Dinner with business colleagues is a social event. Do not 
              discuss business at dinner unless your host initiates.",
6888,Portugal,Meeting and Greeting,"When offered a drink by a business colleague (coffee, soda, 
              alcohol), accept.",
6889,Portugal,Meeting and Greeting,Allow your host to open the door when it is time to leave.,
6891,Portugal,Meeting and Greeting,"Dress is conservative. Women usually wear dresses, and male 
              dressing is based primarily around a jacket and tie.",
6892,Portugal,Meeting and Greeting,"There is little difference in dress between work and social 
              life.",
6893,Portugal,Meeting and Greeting,"For business, men should wear suits and ties or sports coats 
              and ties. Women should wear dresses, suits or pantsuits.",
6895,Portugal,Meeting and Greeting,"When invited to someone's house, always bring a small gift for 
              the hostess. Flowers for the hostess and table wine for the host 
              are recommended gifts. Giveexpensivechocolate andexpensiveflowers (not chrysanthemums).",
6896,Portugal,Meeting and Greeting,Gifts are opened immediately upon receiving them.,
6897,Portugal,Meeting and Greeting,A return invitation to the hostess is appreciated.,
6899,Portugal,Meeting and Greeting,"It is more common to send small Christmas gifts to customers. 
              Give pens, crystal, ashtrays, diaries or any gift which might be 
              related to the business itself.",
6901,Portugal,Meeting and Greeting,"Portugal is not part of Spain, and the people are not Spanish, 
              nor are they in any way similar to the Spanish in culture. They do 
              not speak Spanish or Brazilian.",
6902,Portugal,Meeting and Greeting,Keep a relaxed attitude about time.,
6904,Portugal,Meeting and Greeting,Foreign business women are treated fairly and with respect.,
6905,Portugal,Meeting and Greeting,"Traditionally, conservative attitudes have prevailed towards 
              women, but there is a strong movement towards Portuguese women 
              being involved in business.",
6906,Portugal,Meeting and Greeting,"Going to a bar alone is frowned upon. It may call unwelcome 
              attention.",
6907,Portugal,Meeting and Greeting,"It is better for a foreign woman to invite a Portuguese man to 
              a business lunch rather than dinner. If you invite a man to 
              dinner, it is better to ask if he would like to bring his wife.",
6908,Portugal,Meeting and Greeting,"The charm of Portuguese men will not allow a woman to pay for 
              a lunch or dinner. It is acceptable to try.",
7048,Russia,Meeting and Greeting,"Initial greetings may come across as cool. Do not expect 
              friendly smiles.",
7049,Russia,Meeting and Greeting,"A handshake is always appropriate (but not obligatory) when 
              greeting or leaving, regardless of the relationship. Remove your 
              gloves before shaking hands. Don't shake hands over a threshold 
              (Russian folk belief holds that this action will lead to an 
              argument).",
7051,Russia,Meeting and Greeting,"Russians are a very demonstrative people, and public physical 
              contact is common. Hugs, backslapping, kisses on the cheeks and 
              other expansive gestures are common among friends or acquaintances 
              and between members of the same sex.",
7052,Russia,Meeting and Greeting,Russians stand close when talking.,
7053,Russia,Meeting and Greeting,"Putting your thumb through your index and middle fingers or 
              making the ""OK"" sign are considered very rude gestures in Russia.",
7055,Russia,Meeting and Greeting,"Russians appreciate punctuality. Business meetings generally 
              begin on time.",
7056,Russia,Meeting and Greeting,"Under Communism there were no incentives for bureaucrats to 
              perform well or to even be pleasant toward clients; this meant 
              that the usual answer to any question was ""No."" This practice is 
              still found in Russian society today, but ""No"" is usually not the 
              final word on an issue. One has to bargain and be persistent to 
              get what he or she wants.",
7057,Russia,Meeting and Greeting,"Business cards are handed out liberally in Russia and are 
              always exchanged at business meetings. The ceremony of presenting 
              and receiving business cards is important. Don't treat it lightly.",
7058,Russia,Meeting and Greeting,"Representatives of the Russian company or government body are 
              usually seated on one side of a table at meetings with guests on 
              the other side.",
7059,Russia,Meeting and Greeting,"Your company should be represented by a specialized team of 
              experts. Presentations should be thoroughly prepared, detailed, 
              factual and short on ""salesmanship.""",
7060,Russia,Meeting and Greeting,"Russians usually negotiate technical issues very competently, 
              directly and clearly but, being newcomers to capitalism, often do 
              not fully understand Western business practices and objectives. 
              You may have to explain the reasoning behind some of your demands.",
7061,Russia,Meeting and Greeting,"Russians find it difficult to admit mistakes, especially 
              publicly. They also find it difficult to risk offending someone by 
              making requests or assertions.",
7062,Russia,Meeting and Greeting,"Trying to do business in Russia over the telephone is 
              generally ineffective. The Russian telecommunications system is 
              inadequate, but improving quickly. The telex is widely used.",
7063,Russia,Meeting and Greeting,"Personal relationships play a crucial role in Russian 
              business.",
7064,Russia,Meeting and Greeting,"Business negotiations in Russia are lengthy and may test your 
              patience. Plan to be in for the long haul.",
7065,Russia,Meeting and Greeting,No agreement is final until a contract has been signed.,
7067,Russia,Meeting and Greeting,"When dining in a restaurant, arrive on time.",
7068,Russia,Meeting and Greeting,"Russians are great hosts and love entertaining guests in their 
              homes. They will often put more food on the table than can be 
              eaten to indicate there is an abundance of food (whether there is 
              or not). Guests who leave food on their plates honor their host. 
              It means they have eaten well.",
7069,Russia,Meeting and Greeting,"If you're invited for dinner, don't make other plans for later 
              in the evening. You are expected to spend time socializing after 
              the meal.",
7070,Russia,Meeting and Greeting,"An invitation to a Russian dacha (country home) is a great 
              honor.",
7071,Russia,Meeting and Greeting,"Do not turn down offers of food or drink. Given Russian 
              hospitality, this can be difficult, but to decline such offers is 
              considered rude.",
7072,Russia,Meeting and Greeting,"At formal functions, guests do not usually start eating until 
              the host has begun. At such functions, no one should leave until 
              the guest of honor has left. If you are the guest of honor, do not 
              stay too late.",
7073,Russia,Meeting and Greeting,"Know your limits when drinking alcohol in Russia. Drinking is 
              often an all-or-nothing affair -- moderation is not understood.",
7074,Russia,Meeting and Greeting,"Toasts, which are sometimes lengthy and occasionally humorous, 
              are common. The host starts and the guests reply. Do not drink 
              until the first toast has been offered.",
7075,Russia,Meeting and Greeting,"After a toast, most Russians like to clink their glasses 
              together. Do not do so if you are drinking something 
              non-alcoholic.",
7077,Russia,Meeting and Greeting,"A ""serious"" businessperson is expected to look formal and 
              conservative. Wearing very light or bright colors might make you 
              appear lazy or unreliable to a Russian.",
7078,Russia,Meeting and Greeting,"Men should wear suits and ties. Women should wear suits and 
              dresses or pantsuits.",
7080,Russia,Meeting and Greeting,"A small business gift is always appropriate, but its value 
              should correspond to the rank of the Russian businessperson with 
              whom you are meeting.",
7081,Russia,Meeting and Greeting,"As a general rule, do not give items that are now easily 
              obtainable in Russia.",
7082,Russia,Meeting and Greeting,"Bring a gift for the hostess when visiting a Russian home. A 
              small gift for a Russian child is always appropriate (and 
              appreciated).",
7084,Russia,Meeting and Greeting,"Russians are very proud of their culture and enjoy 
              opportunities to talk about their music, art, literature and 
              dance. Knowledge about art, music and some Russian history is 
              appreciated.",
7085,Russia,Meeting and Greeting,"Learn Russian! Learning the language is of incalculable value, 
              and is the best way to win friends for yourself, your company and 
              your country. If that simply isn't possible, try to learn at least 
              a few phrases in Russian. It doesn't have to be perfect; Russians 
              greatly appreciate any attempt by foreigners to speak their 
              language.",
7086,Russia,Meeting and Greeting,"Never refer to a Russian as ""Comrade.""",
7087,Russia,Meeting and Greeting,"Do not expect to find smoke-free areas anywhere. A standard 
              joke among foreign businesspeople in Russia is that Russian 
              buildings have two sections: ""smoking"" and ""chain-smoking.""",
7089,Russia,Meeting and Greeting,"Women are initially regarded with skepticism and may have to 
              prove themselves. Before you visit, have a mutually respected 
              colleague send a letter introducing you. Your business cards 
              should clearly state your title and academic degree. If you 
              establish your position and ability immediately, you will 
              encounter far fewer problems.",
7090,Russia,Meeting and Greeting,"Be feminine. Allow men to open doors, light cigarettes, etc. 
              Even if you think such customs are antiquated or silly, respect 
              the cultural background of your Russian colleagues.",
7091,Russia,Meeting and Greeting,"Foreign businesswomen can use their femininity to their 
              advantage. For fear of not appearing a gentleman, many Russian 
              businessmen may allow foreign businesswomen to get away with some 
              things (requests for meetings, favors, etc.) that foreign 
              businessmen aren't allowed.",
7092,Russia,Meeting and Greeting,"A woman can invite a Russian businessman to lunch and pay the 
              bill, although it might be interpreted by some men as an 
              invitation to flirt.",
7241,Singapore,Meeting and Greeting,"Shake hands with everyone present at a business meeting or 
              social occasion. Shake hands again when leaving. Your handshake 
              should be firm.",
7242,Singapore,Meeting and Greeting,"Singaporeans may bow slightly as they shake your hand. Many 
              Westerners are generally taller than Singaporeans, so it would be 
              polite to give a small bow. A slight bow for Chinese or older 
              people is polite.",
7244,Singapore,Meeting and Greeting,"Never touch a person's or child's head. The head is considered 
              sacred.",
7245,Singapore,Meeting and Greeting,"The foot is considered the lowest part of the body, and is 
              thought to be unclean. The foot should never be used to point at 
              someone, and you should never show the bottom of your feet. 
              Tapping your foot or fidgeting your legs denotes feebleness and 
              lack of interest. When crossing your legs, do so only by placing 
              one knee over the other.",
7246,Singapore,Meeting and Greeting,"Raise your hand to get someone's attention. Never signal or 
              point at a person with the forefinger. Do not pound your first on 
              an open palm; this is obscene. The forearm jerk is a rude gesture.",
7248,Singapore,Meeting and Greeting,"Westerners are expected to be punctual for social occasions 
              and business meetings. Call if you are delayed. Tardiness is 
              viewed as a sign of disrespect.",
7249,Singapore,Meeting and Greeting,"Business cards are exchanged upon being introduced. Exchange 
              business cards with both hands after you are introduced.",
7250,Singapore,Meeting and Greeting,"The government finances many of the large corporations in 
              Singapore. This bureaucratic system is known for its high 
              efficiency and corruption-free business style. Western-style 
              management is evident in large firms managed by Singaporeans.",
7251,Singapore,Meeting and Greeting,"Personal contacts are important in business. It takes several 
              years to develop business relationships. Take time to know people 
              before discussing business.",
7252,Singapore,Meeting and Greeting,"Singaporeans tend to get right down to business in meetings. 
              Singaporeans are fast-paced and can make decisions quickly.",
7253,Singapore,Meeting and Greeting,"You are expected to deliver reports, correspondence, packages, 
              etc. when promised.",
7254,Singapore,Meeting and Greeting,"Always talk straight and get right to the point with 
              Singaporeans. You can be direct when dealing with issues of money.",
7256,Singapore,Meeting and Greeting,"Dinner is the most common form of business entertainment, but 
              it is a time to socialize and build relationships rather than 
              discuss business. Don't be surprised if business dinners are 
              scheduled for every night of the week. Most entertainment is done 
              in restaurants.",
7257,Singapore,Meeting and Greeting,"Food is usually put on the table with all dishes served at 
              once and to be shared by all. Drinks and appetizers are uncommon, 
              though they are available in Western restaurants.",
7258,Singapore,Meeting and Greeting,Allow the host to order all the dishes.,
7259,Singapore,Meeting and Greeting,"Chinese may offer a banquet. A Westerner should always 
              reciprocate with a banquet of equal value before departing.",
7260,Singapore,Meeting and Greeting,"Chinese use chopsticks for most food and porcelain spoons for 
              the liquid part of soup. Western style utensils are used, but are 
              not as common as chopsticks.",
7261,Singapore,Meeting and Greeting,"Allow a Chinese host to invite you to start your meal and 
              begin eating before you start to eat.",
7262,Singapore,Meeting and Greeting,"When finished with your meal, place chopsticks on the 
              chopstick rest (setting them on your plate means you are not 
              finished).",
7263,Singapore,Meeting and Greeting,"Be on time for dinner in a Malay home. The dinner is usually 
              served immediately with no drinks or appetizers beforehand.",
7264,Singapore,Meeting and Greeting,"Indians always wash their hands before and after a meal. In a 
              Malay home, you will be given a small bowl of water and a towel. 
              Use the water to wash your hands.",
7265,Singapore,Meeting and Greeting,"Malays and Indians use a spoon along with their hands to eat, 
              but never use your left hand to eat (unclean). If given a spoon 
              and fork, hold the spoon in your right hand and use your fork 
              (left hand) to push food onto the spoon.",
7266,Singapore,Meeting and Greeting,"Never let the serving spoon touch your plate and never share 
              your leftovers. Indians believe that anything that touches 
              someone's plate is tainted.",
7267,Singapore,Meeting and Greeting,"It is impolite to refuse initial offers of food or drink. To 
              refuse seconds, place your hand above your plate and say, ""No, 
              thank you."" When finished, place your spoon and fork together on 
              your plate. If they are not placed together, you will be offered 
              more food.",
7268,Singapore,Meeting and Greeting,"After a meal with Indians, expect to stay for approximately 
              one hour of conversation.",
7270,Singapore,Meeting and Greeting,"Due to different ethnic groups and the modern character of 
              Singaporeans, there are many different attires acceptable. Dress 
              is normally very casual. Western clothing is most common.",
7271,Singapore,Meeting and Greeting,"For business, men should wear white shirts, tie and slacks. 
              Jackets are usually not required.",
7272,Singapore,Meeting and Greeting,"Women should wear blouses with sleeves and skirts or 
              pantsuits.",
7274,Singapore,Meeting and Greeting,Each ethnic group shares different gift giving traditions.,
7275,Singapore,Meeting and Greeting,Business gifts are generally not exchanged.,
7276,Singapore,Meeting and Greeting,"Use both hands to give someone a gift. A gift given to a guest 
              or the host is not opened in the presence of the giver.",
7277,Singapore,Meeting and Greeting,"Be careful of the gift being misinterpreted as a bribe, even a 
              small gift. Never give a government official a gift, which might 
              be considered a bribe.",
7278,Singapore,Meeting and Greeting,Always bring the hosts a gift when invited to someone's home.,
7280,Singapore,Meeting and Greeting,"Singapore has strict regulations which carry stiff fines, 
              possible jail sentences or even death. You should never do the 
              following: jaywalk; smoke in public or in air-conditioned 
              buildings (except country clubs); enter the country with drugs; 
              litter, or import, manufacture, sell or use chewing gum.",
7281,Singapore,Meeting and Greeting,Avoid public displays of affection.,
7282,Singapore,Meeting and Greeting,"Do not show anger or emotions or raise your voice. Remain 
              disciplined and in control.",
7283,Singapore,Meeting and Greeting,Avoid discussing religion or politics.,
7284,Singapore,Meeting and Greeting,"Avoid jokes until you know someone well. Few jokes will be 
              understood or appreciated.",
7286,Singapore,Meeting and Greeting,"Western women may confront a small bias when doing business in 
              Singapore. Being taller than Singaporeans may be advantageous to 
              women.",
7287,Singapore,Meeting and Greeting,"Singapore has an official policy against discrimination of 
              women, and Singaporean women are gaining a wider acceptance in 
              business.",
7446,South Korea,Meeting and Greeting,"The bow is the traditional Korean greeting, although it is 
              often accompanied by a handshake among men. To show respect when 
              shaking hands, support your right forearm with your left hand.",
7447,South Korea,Meeting and Greeting,"Korean women usually nod slightly and will not shake hands 
              with Western men. Western women may offer their hand to a Korean 
              man.",
7448,South Korea,Meeting and Greeting,"Bow when departing. Younger people wave (move their arm from 
              side to side).",
7450,South Korea,Meeting and Greeting,"It is considered very impolite to address a Korean with his or 
              her given name. Address Koreans using appropriate professional 
              titles until specifically invited by your host or colleagues to 
              use their given names.",
7451,South Korea,Meeting and Greeting,"Americans should address a Korean with Mr., Mrs., Miss + 
              family name; however, never address a high-ranking person or 
              superior in this manner.",
7452,South Korea,Meeting and Greeting,"Korean names are the opposite of Western names with the family 
              name first, followed by the two-part given name. The first of the 
              two given names is shared by everyone of the same generation in 
              the family, and the second is the individual's given name. 
              Example: Lee (Family) + Dong (Shared Given) + Sung (Given). Dong 
              Sung is the individual's given name. Address him as Mr. Lee or Lee 
              Sonsaengnim (which means ""teacher"").",
7454,South Korea,Meeting and Greeting,"Koreans consider it a personal violation to be touched by 
              someone who is not a relative or close friend. Avoid touching, 
              patting or back slapping a Korean.",
7455,South Korea,Meeting and Greeting,"Direct eye contact between junior and senior businesspeople 
              should be avoided. This is seen as impolite or even as a 
              challenge.",
7456,South Korea,Meeting and Greeting,"Do not cross your legs or stretch your legs out straight in 
              front of you. Keep your feet on the floor, never on a desk or 
              chair.",
7457,South Korea,Meeting and Greeting,"Always pass and receive objects with your right hand 
              (supported by the left hand at the wrist or forearm) or with two 
              hands.",
7458,South Korea,Meeting and Greeting,"To beckon someone, extend your arm, palm down, and move your 
              fingers in a scratching motion. Never point with your index 
              finger.",
7460,South Korea,Meeting and Greeting,"Koreans expect Westerners to be punctual for social occasions 
              and business meetings. Call if you will be delayed. However, you 
              may be kept waiting up to a half hour. This is not a sign of 
              disrespect, but reflects the pressure of time on Korean 
              executives.",
7461,South Korea,Meeting and Greeting,"Professionals meeting for the first time usually exchange 
              business cards. Present your card and receive your colleague's 
              card with both hands.",
7462,South Korea,Meeting and Greeting,"Building trust and relationships is vital to establishing a 
              successful business relationship. This requires patience. Koreans 
              prefer to do business with people they know.",
7463,South Korea,Meeting and Greeting,"The first meeting is to establish trust, so business should 
              not be discussed. Be formal in meetings until the Korean 
              delegation loosens up.",
7464,South Korea,Meeting and Greeting,"Negotiations are generally long and require several trips. Be 
              prepared for business meetings to go well beyond business hours.",
7465,South Korea,Meeting and Greeting,"Koreans generally start negotiations at an unreasonable 
              position and prepare to compromise. Koreans are tough negotiators 
              and admire a firm, persistent negotiator, but refrain from being 
              too aggressive.",
7466,South Korea,Meeting and Greeting,"A low, deep bow from Koreans at the end of a meeting indicates 
              a successful meeting. A quick, short parting bow could mean 
              dissatisfaction with meetings. Send a meeting review outlining all 
              discussions and agreements to your Korean counterpart after you 
              leave Korea. Make several visits during negotiations and after 
              business is established.",
7467,South Korea,Meeting and Greeting,"""Yes"" is not necessarily “yes.” Koreans avoid saying ""no."" Try 
              to phrase questions in a manner that doesn't require a ""yes"" or 
              ""no"" answer. Example: Instead of saying ""Could we sign the 
              agreement by next Friday?” say ""When is the earliest date that we 
              could expect to sign this agreement?""",
7469,South Korea,Meeting and Greeting,"Sharing a dinner is vital to building friendships that foster 
              trust. Your business success is directly related to your social 
              relationships.",
7470,South Korea,Meeting and Greeting,"Do not pour your own drink, but do offer to pour others'. It 
              is common to trade and fill each other's cup. To refuse is an 
              insult. Women pour men's drinks, but never another woman's drink. 
              A woman may pour her own drink. Leave some drink in your glass if 
              you don't want a refill.",
7471,South Korea,Meeting and Greeting,"Wherever you see a ""No Tipping"" sign, do not tip. Koreans find 
              tipping offensive, although tipping is now becoming expected in 
              Western hotels.",
7472,South Korea,Meeting and Greeting,"Always allow your host to seat you. The seat of honor is the 
              seat looking at the front door. If you are seated in the seat of 
              honor, it is polite to protest slightly.",
7473,South Korea,Meeting and Greeting,"Koreans do not like to talk a lot during dinner. Periods of 
              silence are common and appreciated at a dinner. The meal usually 
              comes before socializing at a dinner party.",
7474,South Korea,Meeting and Greeting,"It is polite to pass or accept food or drink with your right 
              hand while your left hand supports your forearm/wrist.",
7475,South Korea,Meeting and Greeting,"The person who invites pays the bill for everyone. However, it 
              is polite to offer to pay. When two people are dining, usually the 
              younger person pays for the older person.",
7476,South Korea,Meeting and Greeting,"Prepare to sing a solo number after dinner, no matter what 
              kind of voice you have. Any song is acceptable, as long as you 
              sing with spirit.",
7477,South Korea,Meeting and Greeting,"After dinner, the host may invite his guests to go drinking. 
              Don't refuse this invitation.",
7479,South Korea,Meeting and Greeting,"Koreans dress well, and you should dress accordingly to show 
              respect for them. A formal suit and tie is almost always 
              appropriate. Koreans dress up for city activities, especially in 
              Seoul.",
7480,South Korea,Meeting and Greeting,"Women dress modestly. Prepare to sit on the floor; avoid 
              straight, tight skirts.",
7482,South Korea,Meeting and Greeting,"Gift giving is very common in Korea. Offer and receive a gift 
              with both hands. Wrapped gifts are never opened in the presence of 
              the giver.",
7483,South Korea,Meeting and Greeting,"Reciprocate with a gift of similar value when receiving a gift 
              from your Korean colleague. Koreans like regional United States 
              gifts and Indian/Western artifacts.",
7484,South Korea,Meeting and Greeting,"Wrap your gift nicely. Bright colors are preferred for 
              wrapping gifts. Yellow and red or green stripes are a traditional 
              Korean wrapping paper design. Avoid wrapping gifts in dark colors 
              or red.",
